"ser_id";"ser_nameshort";"ser_namelong";"ser_typ_id";"ser_effort_uni_code";"ser_comment";"ser_uni_code";"ser_lfs_code";"ser_hty_code";"ser_locationdescription";"ser_emu_nameshort";"ser_cou_code";"ser_area_division";"ser_x";"ser_y";"ser_sam_id";"ser_qal_id";"ser_qal_comment";"tblCodeID";"Station_Code";"Country";"Organisation";"Station_Name";"cou_code";"cou_country";"cou_order";"cou_iso3code";"lfs_code";"lfs_name";"lfs_definition";"ocean";"subocean";"f_area";"f_subarea";"f_division";"area"
"14";46;"MaigG";"River Maigue";1;NA;"glass eel trapping (kg), there might be some small number of yellow juveniles. There was an improvement to the trap in 2011. A new trap has been installed 1.8 kms upstream of this site in 2016/2017 and the original trap will be discontinued in the future due to limitations on increasing capacity of trap at this site. We may start a new time series in 2018.";"kg";"G";"F";"2 ramp traps located on right and left hand bank of river. 600m upstream of tidal limit but traps can be flooded due to the backing up of water on high tide.";"IE_Shan";"IE";"27.7.b";-8.78;52.65;4;1;NA;170039;12039;"IRELAND";"IFI";"MaigG";"IE";"Ireland";16;"IRL";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.7";"27.7.b";"Elsewhere Europe"
"15";72;"BurrGY";"Burrishoole";1;NA;"Trap installed in 1987-1988, reinstated in 2007, destroyed in 2016 and refurbished in 2017. Data presented are a mix  of Glass eel and Young Yellow Eel  upgrade. Series introduced 2017.";"kg";"GY";"F";"Trap located at Furnace at the tidal limit, at 3 km from the sea, on one of the outflow from Lough Feeagh. West coast of Ireland";"IE_West";"IE";"27.7.b";-9.571;53.924;5;1;NA;170070;12070;"IRELAND";"MI";"BurrGY";"IE";"Ireland";16;"IRL";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.7";"27.7.b";"Elsewhere Europe"
"16";432;"PogoG";"Po di Goro";1;NA;"This series correspond to the the experimental catch of the glass eel fishery in the Po river near the Adriatic Sea. The glass eel were caught with fyke nets located on the bank of the river. Observation period: 5 days/month from October to December";"index";"G";"T";"The monitoring station on the Po di Goro is located at the mouth, at a distance of 200 m from the Adriatic Sea. The width of the river is approximately 130 m, with an average depth of 2.7 m.";"IT_Emil";"IT";"37.2.1";12.3974;44.78834;5;0;NA;NA;NA;NA;NA;NA;"IT";"Italy";21;"ITA";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"3";"37";"37.2";"37.2.1";"Elsewhere Europe"
"17";37;"ShaPY";"Shannon Parteen trapping partial";1;NA;"Juvenile yellow eel (Length range 70-310mm; 85% <200mm and mode = 110mm) catch (kg). A second trap on the opposite bank of the river was installed in 2012 but the data were not included this in the time series. The catch of the second trap is reported as comment. >90+% are boolace older than zero.";"kg";"Y";"F";"Parteen weir on the shannon, approximately 16 km from the tidal limit, on the western coast of Ireland.";"IE_Shan";"IE";"27.7.b";-8.475329;52.761225;5;1;NA;170045;12045;"IRELAND";"ESB";"ShaPY";"IE";"Ireland";16;"IRL";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.7";"27.7.b";"Elsewhere Europe"
"18";325;"MiSpY";"Frieira dam";1;"kg";"Yellow eel catches in a trap in the MinoThe eels that go up the Mino meet the Frieira dam, an uncrossable obstacle, where they are captured and distributed by tributaries of the Bajo Mino. The data refers to the catches at that point.";"kg";"Y";"T";"This dam is 33m high, it is about 68 km away from the Mino River estuary (which flows into the Atlantic ocean) and constitutes the first obstruction to fish migration in the Mino River.";"ES_Mino";"ES";"27.9.a";-8.19;42.16;4;0;"< 10 years";170029;12029;"SPAIN";"Comandacia Naval del Mino";"MiSpG";"ES";"Spain";19;"ESP";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.9";"27.9.a";"Elsewhere Europe"
"19";39;"HartY";"Harte  trapping all";1;NA;"At Harte Hydro power station the condition for monitoring recruitment has changed. As part of a river restoration project in River Kolding A, the water supply to Harte Hydropower station has been reduced by 60 % since spring/summer 2008. The effect of lower water supply to the the trapping site is a marked decrease in recruitment at Harte hydropower station from 2008. This is the second time a major change of eel monitoring in River Kolding A has taken place since monitoring started in 1967. The first change was in 1991, a bypass stream was made at the Stubdrup Weir allowing eels to bypass and the trapping facility was terminated in 1990. This is also reflected in the recruitment data";"kg";"Y";"F";"The Harte hydropower stations is located in river Kolding A . The river flows to the  Kattegat on the east coast of Jutland.";"DK_Inla";"DK";"27.3.b, c";9.41;55.51;4;1;NA;170016;12016;"DENMARK";"DTU Aqua";"HartY";"DK";"Denmark";12;"DNK";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.3";"27.3.b, c";"North Sea"
"20";61;"FreY";"Fremur";1;NA;"Glass eel and  mostlty yellow eel numbers caught on the lift trap at Bois Joli. Another trap downstream in this river with slightly different results, but some glass eel are known to be able to pass that dam so ithe latter might have been biased at some periods, and the upstream site has been chosen for the long term recruitment series. The series has been operated by Fish Pass since the beginning, the current coordinator is MNHN (museum Dinard).";"nr";"Y";"F";"The Fremur river, is a small river flowing to the channel, North of Britanny (France). The Bois Joli lift is a resevoir for drinking water. This trap is the third along the river.";"FR_Bret";"FR";"27.7.e";-2.0948;48.57315;4;1;"";170010;12010;"FRANCE";"MNHN";"FreY";"FR";"France";18;"FRA";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.7";"27.7.e";"Elsewhere Europe"
"21";10;"EmsG";"Ems Herbrum commercial catch";1;"kg";"Series ended in 2001";"kg";"G";"T";"Ems at the tidal weir";"DE_Ems";"DE";"27.4.c";7.314;53.03;1;1;NA;170008;12008;"GERMANY";"LAVES";"EmsG";"DE";"Germany";11;"DEU";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"22";186;"BroY";"Brownshill_Yellow_>120mm";1;NA;"The number of yellow eel (>120mm) counted at Brownshill on the River Great Ouse. There has been no major stocking in this EMU since 2013 so it is considered as not affected by stocking.";"nr";"Y";"F";"Environment Agency trap counter at Brownshill on the River Great Ouse";"GB_Angl";"GB";"27.4.c";0.0085;52.3353;5;1;"This series is now 10 years long and can be used";170076;12076;"GREAT BRITAIN";"Environment Agency";"BroY";"GB";"Great Britain";17;"GBR";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"23";6;"ShaAGY";"Shannon Ardnacrusha trapping all";1;NA;"total trapping glass eel + yellow in kg";"kg";"GY";"F";"Ardnacrusha power station on the shannon, approximately 4 km from the tidal limit in the Shannon, on the western coast of Ireland.";"IE_Shan";"IE";"27.7.b";-8.614108;52.705742;4;1;NA;170044;12044;"IRELAND";"ESB";"ShaAGY";"IE";"Ireland";16;"IRL";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.7";"27.7.b";"Elsewhere Europe"
"24";35;"LagaY";"Lagan  trapping all";1;NA;"Ascending small eels caught in an eel pass at a hydro power station. Though classified as a yellow eel series, there is always a high percentage of YOY elvers from this site.";"kg";"Y";"F";"Swedish west coast, hydropower station ca 10 km from the sea.";"SE_Inla";"SE";"27.3.a";13.05;56.52;4;1;NA;170024;12024;"SWEDEN";"SLU Aqua";"LagaY";"SE";"Sweden";2;"SWE";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.3";"27.3.a";"North Sea"
"25";32;"MorrY";"Morrumsan  trapping all";1;NA;"Ascending yellow eels at a hydro power station. The series is complete since 1960 (no missing year).";"kg";"Y";"F";"Station located on the Morruman river flowing to the southern coast of Sweden, the station is  33 km from the river mouth";"SE_Inla";"SE";"27.3.d";14.66;56.4;4;1;NA;170030;12030;"SWEDEN";"SLU Aqua";"MorrY";"SE";"Sweden";2;"SWE";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.3";"27.3.d";"North Sea"
"26";20;"GiTCG";"Gironde Estuary (catch) commercial catch";1;NA;"Landings of marine and river professional glass eel fishermen
    (catch, t)";"t";"G";"T";"Gironde estuary";"FR_Garo";"FR";"27.8.b";-0.8;45.4;1;1;NA;170011;12011;"FRANCE";"IRSTEA";"GiTCG";"FR";"France";18;"FRA";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.8";"27.8.b";"Elsewhere Europe"
"27";19;"SevNG";"Sevres Niortaise Estuary commercial CPUE";1;NA;"CPUE calculated from logbooks, see Gascuel,1987 for details. It has been stopped in 1984. A calculation of CPUE in 2008 shows that it has dropped from 6 kilograms in 1983 to 1.93.Last update 2008 , series with holes, no data since";"kg/boat/d";"G";"T";"Sevre Niortaise Estuary";"FR_Loir";"FR";"27.8.a";-1.07;46.31;2;1;NA;170043;12043;"FRANCE";"Agrocampus Ouest";"SevNG";"FR";"France";18;"FRA";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.8";"27.8.a";"Elsewhere Europe"
"28";14;"KatwG";"Katwijk scientific estimate";1;"nr haul";"Glass eel density is measured using a 1x1m liftnet with a fine mesh size (1x1mm). This net is lowered by a rope, just in front of a barrier (sluice, pumping station, etc), until the bottom is reached. After approximately 5 minutes the net is lifted by pulling the rope at a speed of approximately 1 m per second. Three hauls are taken at night time (after sunset). Number of hauls between 48 and 69 from 2009 to 2019. The index corresponds to the average number per Haul in April and May.";"index";"G";"T";"Katwijk (Katv): 52Åã12'38.97\"N   4Åã24'0.56\"O (near Pumping station)";"NL_Neth";"NL";"27.4.c";4.4;52.21;3;1;NA;170021;12021;"NETHERLANDS";"WMR";"KatwG";"NL";"Netherlands";13;"NLD";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"29";324;"MertY";"Thames - Wandle - Merton Abbey Mills";1;NA;"Trapping data of elvers and yellow eels migrating over a weir. There has been no stocking in this EMU since 2014 so it is considered as not affected by stocking.";"nr";"Y";"F";"Merton Abbey Mills - 5.5km upstream of tidal limit";"GB_Tham";"GB";"27.4.c";-0.1839146;51.413347;5;1;">=10 years";NA;NA;NA;NA;NA;"GB";"Great Britain";17;"GBR";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"30";321;"MillY";"Thames - Hogsmill  Middle Mill";1;NA;"Trapping data of elvers and yellow eels migrating over a weir. There has been no stocking in this EMU since 2014 so it is considered as not affected by stocking.";"nr";"Y";"F";"Middle Mill - 3.8km upstream of tidal limit";"GB_Tham";"GB";"27.4.c";-0.29709714;51.405371;5;1;">=10 years";NA;NA;NA;NA;NA;"GB";"Great Britain";17;"GBR";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"31";7;"SeEAG";"Severn EA commercial catch";1;NA;"Commerical catch returns from authorised fisherman who use dip nets. GB total glass eel catch include glass eel caught in the following five EMUs - GB_Seve; GB_SouW; GB_Dee; GB_NorW. Since 2021, fishing effort and catches were affected by EU exit and by COVID-19, so validity of this series needs to be considered. Fishing has now only been authorised on the River Parrett (GB_SouW) and River Severn (GB_Seve), so it includes only data from these two EMUs. There was some stocking reported for GB_Seve in 2022, but minor, so series considered as not affected by stocking.";"t";"G";"T";"GB total GE catch include GE caught in the following five EMUs - GB_Seve; GB_SouW; GB_Dee; GB_NorW and GB_Wale.";"GB_Seve";"GB";"27.7.f";-2.56;51.67;1;1;NA;170041;12041;"GREAT BRITAIN";"Environment Agency";"SeEAG";"GB";"Great Britain";17;"GBR";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.7";"27.7.f";"Elsewhere Europe"
"32";64;"SleG";"Slette A";1;"nr electrofishing";"Average densities (eel/m2) of pigmented glas eel and yellow eel (elvers)  from three electro surveys from may to august . The data represent in general 3 electrofishing surveys per season. Some years only one or two  electrofishing surveys have been possible. The max density is usally found in June/July.";"nr/m2";"G";"F";"Electrofishing in shallow small stream.";"DK_Inla";"DK";"27.4.b";9.35;57.15;3;1;NA;170046;12046;"DENMARK";"DTU Aqua";"SleG";"DK";"Denmark";12;"DNK";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.4";"27.4.b";"North Sea"
"33";159;"HoSGY";"Holmer Siel";1;"nr day";"only 2010";"nr";"GY";"T";"Gate close to the North Sea";"DE_Eide";"DE";"27.4.b";8.87;54.53;5;0;"Too short";170064;12064;"GERMANY";"LLUR";"HoSGY";"DE";"Germany";11;"DEU";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.4";"27.4.b";"North Sea"
"34";207;"OriaG";"Oria scientific monitoring";1;"index";"Scientific sampling from a boat equipped with sieves in the Oria river estuary. in the Biscay Gulf,Atlantic ocean. From 2005 - 2021, during Oct - Mar [missing 2008, 2012-2017] at the sampling point (1) in the estuary at new moon. There are statistically significant differences in depth, month and season on the density of GE. Thus, the value for GE density was predicted (glm) for each season in the highest values month/depth.";"nr/m3";"G";"T";"The Oria River is 77 km long, drains an area of 888 km2, and has a mean river flow of 25.7 m3 per second. It flows into the Bay of Biscay in the Basque country, on the Northern coast of Spain";"ES_Basq";"ES";"27.8.b";-2.1307297;43.2827;3;1;"Series long enough to be integrated";170084;12084;"SPAIN";"AZTI";"OriaG";"ES";"Spain";19;"ESP";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.8";"27.8.b";"Elsewhere Europe"
"35";38;"GudeY";"Guden AAÅc Tange trapping all";1;NA;"The Tange hydropower stations is located in river Guden A . The river flows to the  Kattegat on the east coast of Jutland.

   No data in year 2012";"kg";"Y";"F";"Tange";"DK_Inla";"DK";"27.3.a";9.6;56.35;4;1;NA;170015;12015;"DENMARK";"DTU Aqua";"GudeY";"DK";"Denmark";12;"DNK";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.3";"27.3.a";"North Sea"
"36";323;"MolY";"Thames-Molesey weir";1;NA;"Trapping data of elvers and yellow eels migrating over a weir. There has been no stocking in this EMU since 2014 so it is considered as not affected by stocking.";"nr";"Y";"F";"Molesey weir - 8.1km upstream of tidal limit";"GB_Tham";"GB";"27.4.c";-0.34719691;51.405557;5;1;"> 10 years";NA;NA;NA;NA;NA;"GB";"Great Britain";17;"GBR";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"37";26;"MiSpG";"Minho spanish part commercial catch";1;"kg";"Glass eel comercial catches in the Minointernational  estuary,  spanish part in the Atlantic . The lower part of the Mino River limits the border of Spain and Portugal and for that reason the permanent International Commission of the Mino is responsible for the management of this part of the River and has provided the catches data";"kg";"G";"T";"Sapanish part od the The lower part of the Mino River l";"ES_Mino";"ES";"27.9.a";-8.82;41.9;1;1;NA;170029;12029;"SPAIN";"Comandacia Naval del Mino";"MiSpG";"ES";"Spain";19;"ESP";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.9";"27.9.a";"Elsewhere Europe"
