"site";"id";"value";"year";"das_comment";"ser_id";"cou_order";"area_division";"ser_qal_id";"ser_y";"das_qal_id";"das_last_update";"f_subarea";"lfs_code";"lifestage";"area";"area2";"decade";"year_f";"ldata";"mean_2000_2009";"value_std_2000_2009";"mean_1979_1994";"value_std_1979_1994";"mean";"value_std"
"375";"DalaY";1196;44;1976;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1976";3.78418963391826;42.381;1.03820108067294;42.9666666666667;1.02404965089216;125.127940298507;0.351640088496884
"376";"DalaY";2738;15.1;2013;"inserted 2014 by Hakan";30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2013";2.71469474382088;42.381;0.356291734503669;42.9666666666667;0.351435221101629;125.127940298507;0.120676484915976
"377";"DalaY";1202;0.5;1982;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1982";-0.693147180559945;42.381;0.0117977395531016;42.9666666666667;0.0116369278510473;125.127940298507;0.0039959100965555
"378";"DalaY";1222;58.6;2002;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2002";4.07073469658297;42.381;1.38269507562351;42.9666666666667;1.36384794414275;125.127940298507;0.468320663316305
"379";"DalaY";3198;13.252;2018;"Inserted 2018 Hakan, 149 Eels, preliminary results, the trap i closed yet / Final 2019 13,252 = 13,3";30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2018";2.58414848443765;42.381;0.312687289115405;42.9666666666667;0.308425135764158;125.127940298507;0.105907601199107
"380";"DalaY";1206;28.4;1986;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1986";3.34638914516716;42.381;0.670111606616172;42.9666666666667;0.660977501939488;125.127940298507;0.226967693484352
"381";"DalaY";1221;8.2;2001;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2001";2.10413415427021;42.381;0.193482928670867;42.9666666666667;0.190845616757176;125.127940298507;0.0655329255835102
"382";"DalaY";1215;7.6;1995;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1995";2.02814824729229;42.381;0.179325641207145;42.9666666666667;0.176881303335919;125.127940298507;0.0607378334676436
"383";"DalaY";1177;161.5;1957;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1957";5.08450514266271;42.381;3.81066987565183;42.9666666666667;3.75872769588829;125.127940298507;1.29067896118743
"384";"DalaY";1216;17.5;1996;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1996";2.86220088092947;42.381;0.412920884358557;42.9666666666667;0.407292474786656;125.127940298507;0.139856853379443
"385";"DalaY";5663;10.77;2019;NA;30;2;"27.3.d";1;60.56;1;2020-09-01;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2019";2.3767644911683;42.381;0.254123309973809;42.9666666666667;0.250659425911559;125.127940298507;0.0860719034798055
"386";"DalaY";1191;242;1971;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1971";5.48893772615669;42.381;5.71010594370119;42.9666666666667;5.6322730799069;125.127940298507;1.93402048673286
"387";"DalaY";1180;289;1960;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1960";5.66642668811243;42.381;6.81909346169274;42.9666666666667;6.72614429790535;125.127940298507;2.30963603580908
"388";"DalaY";1190;149.8;1970;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1970";5.00930107108312;42.381;3.53460277010925;42.9666666666667;3.48642358417378;125.127940298507;1.19717466492803
"389";"DalaY";1173;241.5;1953;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1953";5.48686947309263;42.381;5.69830820414809;42.9666666666667;5.62063615205586;125.127940298507;1.93002457663631
"390";"DalaY";1201;6.8;1981;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1981";1.91692261218206;42.381;0.160449257922182;42.9666666666667;0.158262218774244;125.127940298507;0.0543443773131548
"391";"DalaY";1187;331.8;1967;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1967";5.80453237775634;42.381;7.82897996743824;42.9666666666667;7.722265321955;125.127940298507;2.65168594007423
"392";"DalaY";2739;31.6;2014;"inserted 2014 by Hakan";30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2014";3.45315712059287;42.381;0.745617139756023;42.9666666666667;0.735453840186191;125.127940298507;0.252541518102308
"393";"DalaY";2764;9.859;2015;"inserted september 2015 Hakan";30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2015";2.2883847435929;42.381;0.232627828508058;42.9666666666667;0.229456943366951;125.127940298507;0.0787913552838814
"394";"DalaY";1219;15.5;1999;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1999";2.7408400239252;42.381;0.36572992614615;42.9666666666667;0.360744763382467;125.127940298507;0.123873212993221
"395";"DalaY";1755;30.5;2008;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2008";3.41772668361337;42.381;0.719662112739199;42.9666666666667;0.709852598913887;125.127940298507;0.243750515889886
"396";"DalaY";1193;159.7;1973;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1973";5.07329705522097;42.381;3.76819801326066;42.9666666666667;3.71683475562451;125.127940298507;1.27629368483983
"397";"DalaY";1183;445.4;1963;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1963";6.09897275482327;42.381;10.5094263939029;42.9666666666667;10.366175329713;125.127940298507;3.55955671401164
"398";"DalaY";1176;215;1956;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1956";5.37063802812766;42.381;5.0730280078337;42.9666666666667;5.00387897595035;125.127940298507;1.71824134151887
"399";"DalaY";1203;112.1;1983;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1983";4.71939133007811;42.381;2.64505320780538;42.9666666666667;2.60899922420481;125.127940298507;0.895883043647743
"400";"DalaY";1223;126.1;2003;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2003";4.83707524297087;42.381;2.97538991529223;42.9666666666667;2.93483320403413;125.127940298507;1.0077685263513
"401";"DalaY";1188;265.5;1968;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1968";5.58161484068199;42.381;6.26459970269696;42.9666666666667;6.17920868890613;125.127940298507;2.12182826127097
"402";"DalaY";1186;157.5;1966;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1966";5.05942545826569;42.381;3.71628795922701;42.9666666666667;3.66563227307991;125.127940298507;1.25871168041498
"403";"DalaY";1174;508.5;1954;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1954";6.23146521548861;42.381;11.9983011255044;42.9666666666667;11.8347556245151;125.127940298507;4.06384056819695
"404";"DalaY";1227;18.5;2007;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2007";2.91777073208428;42.381;0.43651636346476;42.9666666666667;0.430566330488751;125.127940298507;0.147848673572554
"405";"DalaY";1224;26.4;2004;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2004";3.27336401015227;42.381;0.622920648403766;42.9666666666667;0.614429790535299;125.127940298507;0.21098405309813
"406";"DalaY";1195;148.7;1975;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1975";5.00193085346611;42.381;3.50864774309242;42.9666666666667;3.46082234290147;125.127940298507;1.18838366271561
"407";"DalaY";1220;12.4;2000;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2000";2.51769647261099;42.381;0.29258394091692;42.9666666666667;0.288595810705974;125.127940298507;0.0990985703945764
"408";"DalaY";1184;158;1964;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1964";5.06259503302697;42.381;3.72808569878011;42.9666666666667;3.67726920093095;125.127940298507;1.26270759051154
"409";"DalaY";2588;19.87;2011;"updated in 2013 from 11.87 by hakan";30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2011";2.98921105656373;42.381;0.468842169840259;42.9666666666667;0.462451512800621;125.127940298507;0.158797467237116
"410";"DalaY";1199;34.3;1979;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1979";3.53514535417189;42.381;0.809324933342771;42.9666666666667;0.798293250581846;125.127940298507;0.274119432623707
"411";"DalaY";1171;210;1951;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1951";5.34710753071747;42.381;4.95505061230268;42.9666666666667;4.88750969743988;125.127940298507;1.67828224055331
"412";"DalaY";1217;7.5;1997;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1997";2.01490302054226;42.381;0.176966093296524;42.9666666666667;0.17455391776571;125.127940298507;0.0599386514483325
"413";"DalaY";1204;33.9;1984;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1984";3.5234150143864;42.381;0.79988674170029;42.9666666666667;0.788983708301009;125.127940298507;0.270922704546463
"414";"DalaY";1181;303;1961;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1961";5.71373280550937;42.381;7.14943016917958;42.9666666666667;7.05197827773468;125.127940298507;2.42152151851263
"415";"DalaY";1189;333.7;1969;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1969";5.81024238575733;42.381;7.87381137774002;42.9666666666667;7.76648564778898;125.127940298507;2.66687039844114
"416";"DalaY";6498;2.03;2020;NA;30;2;"27.3.d";1;60.56;1;2021-09-07;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2020";"2020";0.708035793053696;42.381;0.0478988225855926;42.9666666666667;0.0472459270752521;125.127940298507;0.0162233949920153
"417";"DalaY";1915;77.11;2009;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2009";4.34523297384487;42.381;1.81944739387933;42.9666666666667;1.79464701318852;125.127940298507;0.616249255090789
"418";"DalaY";1208;69;1988;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1988";4.23410650459726;42.381;1.62808805832802;42.9666666666667;1.60589604344453;125.127940298507;0.551435593324659
"419";"DalaY";1179;612.6;1959;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1959";6.41771219439867;42.381;14.4545905004601;42.9666666666667;14.2575640031032;125.127940298507;4.8957890502998
"420";"DalaY";1992;79.63;2010;"Change by Willem Dekker last value 79.6";30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2010";4.37739090626935;42.381;1.87890800122696;42.9666666666667;1.8532971295578;125.127940298507;0.636388641977429
"421";"DalaY";1207;73.5;1987;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1987";4.29728540621879;42.381;1.73426771430594;42.9666666666667;1.71062839410396;125.127940298507;0.587398784193659
"422";"DalaY";1194;49.5;1974;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1974";3.90197266957464;42.381;1.16797621575706;42.9666666666667;1.15205585725368;125.127940298507;0.395595099558995
"423";"DalaY";3057;0.391;2017;"Only 5 individuals and 0,391 g";30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2017";-0.939047718996771;42.381;0.00922583233052547;42.9666666666667;0.00910007757951901;125.127940298507;0.0031248016955064
"424";"DalaY";1197;176.4;1977;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1977";5.17275414357269;42.381;4.16224251433425;42.9666666666667;4.1055081458495;125.127940298507;1.40975708206478
"425";"DalaY";1214;71.9;1994;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1994";4.275276264727;42.381;1.69651494773601;42.9666666666667;1.67339022498061;125.127940298507;0.574611871884681
"426";"DalaY";1178;336.7;1958;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1958";5.81919232616703;42.381;7.94459781505863;42.9666666666667;7.83630721489527;125.127940298507;2.69084585902047
"427";"DalaY";2828;3.46;2016;"Inserted 2016 Hakan Most preliminary | corrected by Hakan 20170903 3,2 -->3,46";30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2016";1.24126858906963;42.381;0.0816403577074633;42.9666666666667;0.0805275407292475;125.127940298507;0.0276516978681641
"428";"DalaY";1205;69.7;1985;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1985";4.24420031776648;42.381;1.64460489370237;42.9666666666667;1.622187742436;125.127940298507;0.557029867459837
"429";"DalaY";1212;9.6;1992;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1992";2.26176309847379;42.381;0.226516599419551;42.9666666666667;0.223429014740109;125.127940298507;0.0767214738538656
"430";"DalaY";1200;71.2;1980;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1980";4.26549281841793;42.381;1.67999811236167;42.9666666666667;1.65709852598914;125.127940298507;0.569017597749503
"431";"DalaY";1225;30.9;2005;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2005";3.4307561839037;42.381;0.72910030438168;42.9666666666667;0.719162141194725;125.127940298507;0.24694724396713
"432";"DalaY";1172;324;1952;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1952";5.78074351579233;42.381;7.64493523040985;42.9666666666667;7.54072924747866;125.127940298507;2.58934974256796
"433";"DalaY";1198;35.1;1978;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1978";3.55820113047182;42.381;0.828201316627734;42.9666666666667;0.816912335143522;125.127940298507;0.280512888778196
"434";"DalaY";1226;35.1;2006;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2006";3.55820113047182;42.381;0.828201316627734;42.9666666666667;0.816912335143522;125.127940298507;0.280512888778196
"435";"DalaY";1213;6.6;1993;NA;30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1993";1.88706964903238;42.381;0.155730162100941;42.9666666666667;0.153607447633825;125.127940298507;0.0527460132745326
"436";"DalaY";2639;21.6;2012;"inserted 2013 by Hakan";30;2;"27.3.d";1;60.56;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2012";3.07269331469012;42.381;0.50966234869399;42.9666666666667;0.502715283165244;125.127940298507;0.172623316171198
"437";"DoElY";5627;113;2019;"operated from June to mid September";168;11;"27.4.b";1;53.14;1;2020-09-01;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2019";4.72738781871234;974.166666666667;0.115996578272027;NA;NA;662.8125;0.17048561999057
"438";"DoElY";3015;1981;2003;NA;168;11;"27.4.b";1;53.14;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2000";"2003";7.59135704669855;974.166666666667;2.03353293413174;NA;NA;662.8125;2.98877887788779
"439";"DoElY";3087;18;2017;"No fishing from July to October";168;11;"27.4.b";1;53.14;4;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2017";2.89037175789616;974.166666666667;0.0184773310521814;NA;NA;662.8125;0.0271570014144272
"440";"DoElY";3020;542;2008;NA;168;11;"27.4.b";1;53.14;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2000";"2008";6.29526600143965;974.166666666667;0.556372968349016;NA;NA;662.8125;0.817727487034418
"441";"DoElY";3023;2024;2011;NA;168;11;"27.4.b";1;53.14;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2011";7.61283103040736;974.166666666667;2.07767322497861;NA;NA;662.8125;3.05365393682225
"442";"DoElY";3026;49;2014;"The values are likely influenced by flow management at this location. There was no attracting current in the area of the harbour Doemitz (due to strongly regulated flow). The situation changed in 2015";168;11;"27.4.b";1;53.14;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2014";3.89182029811063;974.166666666667;0.0502994011976048;NA;NA;662.8125;0.0739273927392739
"443";"DoElY";3017;721;2005;NA;168;11;"27.4.b";1;53.14;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2000";"2005";6.58063913728495;974.166666666667;0.740119760479042;NA;NA;662.8125;1.08778877887789
"444";"DoElY";3024;1523;2012;NA;168;11;"27.4.b";1;53.14;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2012";7.32843735289516;974.166666666667;1.5633875106929;NA;NA;662.8125;2.2977840641207
"445";"DoElY";3028;259;2016;NA;168;11;"27.4.b";1;53.14;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2016";5.55682806169954;974.166666666667;0.265868263473054;NA;NA;662.8125;0.390759075907591
"446";"DoElY";3019;890;2007;NA;168;11;"27.4.b";1;53.14;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2000";"2007";6.79122146272619;974.166666666667;0.913601368691189;NA;NA;662.8125;1.34276284771334
"447";"DoElY";3018;1035;2006;NA;168;11;"27.4.b";1;53.14;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2000";"2006";6.94215670569947;974.166666666667;1.06244653550043;NA;NA;662.8125;1.56152758132956
"448";"DoElY";3016;676;2004;NA;168;11;"27.4.b";1;53.14;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2000";"2004";6.51619307604296;974.166666666667;0.693926432848589;NA;NA;662.8125;1.01989627534182
